AppTag,AppName,JA3,Host,Sni,Subject
chrome,chrome,E73906C6409C743602E4C119AED12FD1,sync.taboola.com,sync.taboola.com,*.taboola.com
chrome,chrome,295EC6374088BDFCBE93691B35AA11B1,usermatch.krxd.net,usermatch.krxd.net,usermatch.krxd.net
chrome,chrome,F4099C2B571C2497F97183E80672E6C2,match.360yield.com,match.360yield.com,*.360yield.com
chrome,chrome,A060541BCDC77F413901796D72CD4DE1,loadus.exelator.com,loadus.exelator.com,*.exelator.com
chrome,chrome,4F10AE6881F8C5BB3FE0AE5E0A1CE72C,amazon.partners.tremorhub.com,amazon.partners.tremorhub.com,*.tremorhub.com
chrome,chrome,78EDDB62B8782C03207CF3D539EE37FA,ups.analytics.yahoo.com,ups.analytics.yahoo.com,
chrome,,BE8C33DE694AF7E491E6A18059F6F4BD,ssum-sec.casalemedia.com,ssum-sec.casalemedia.com,
chrome,chrome,CC13B9CB4623628E9B8454B7BB8E025F,usersync.samplicio.us,usersync.samplicio.us,*.samplicio.us
chrome,chrome,4FC41BB9B5C26E7B09D5BAD08DB8FC0D,cm.g.doubleclick.net,cm.g.doubleclick.net,
chrome,chrome,1F805D428C88213D6EE03861583AA472,c1.adform.net,c1.adform.net,track.adform.net
chrome,chrome,705179F582FA24731A4E0B8E8C9461F5,sync.search.spotxchange.com,sync.search.spotxchange.com,*.search.spotxchange.com
chrome,chrome,703028C130368F9315849C3315EE97A7,s.amazon-adsystem.com,s.amazon-adsystem.com,
chrome,chrome,70E0BB8440D5B7A67E235D0C58C365AE,s.amazon-adsystem.com,s.amazon-adsystem.com,
chrome,chrome,70F8112AE44B19B35ADFA62EA6CDD2C3,token.rubiconproject.com,token.rubiconproject.com,*.rubiconproject.com
chrome,chrome,4B885FCB61ED4B99D866AC5EFC1A26B2,image6.pubmatic.com,image6.pubmatic.com,*.pubmatic.com
chrome,,FEF00E4F1E65E9F08B3B3F62AF86B331,lm.serving-sys.com,lm.serving-sys.com,lm.serving-sys.com
chrome,chrome,AB9498C13E97D4C849B79D148FB1BA22,unagi-na.amazon.com,unagi-na.amazon.com,unagi-na.amazon.com
chrome,chrome,7A7132F1E40E389EF596D4A1FE74F08C,amazon.com,amazon.com,*.peg.a2z.com
firefox,firefox,579CCEF312D18482FC42E2B822CA2430,az725175.vo.msecnd.net,az725175.vo.msecnd.net,
firefox,,579CCEF312D18482FC42E2B822CA2430,r4.res.office365.com,ow2.res.office365.com,
firefox,,579CCEF312D18482FC42E2B822CA2430,r4.res.office365.com,r4.res.office365.com,
firefox,,579CCEF312D18482FC42E2B822CA2430,r4.res.office365.com,ow2.res.office365.com,
firefox,,579CCEF312D18482FC42E2B822CA2430,r4.res.office365.com,ow2.res.office365.com,
firefox,,579CCEF312D18482FC42E2B822CA2430,r4.res.office365.com,ow2.res.office365.com,
firefox,firefox,579CCEF312D18482FC42E2B822CA2430,www.clarity.ms,www.clarity.ms,www.clarity.ms
firefox,firefox,579CCEF312D18482FC42E2B822CA2430,outlook.live.com,outlook.live.com,outlook.com
firefox,,579CCEF312D18482FC42E2B822CA2430,r4.res.office365.com,ow2.res.office365.com,
chrome,chrome,D8C3129D7E842408A492F8B623BE31C9,fls-na.amazon.com,fls-na.amazon.com,fls-na.amazon.com
firefox,firefox,579CCEF312D18482FC42E2B822CA2430,r4.res.office365.com,ow2.res.office365.com,
chrome,chrome,34FE8D1702EAED08D925A70954C0EBEF,ib.adnxs.com,ib.adnxs.com,*.adnxs.com
chrome,chrome,E6929C88F5FE52F7925E87F525DD8A98,unagi-na.amazon.com,unagi-na.amazon.com,unagi-na.amazon.com
msedge,msedge,24C42D3E77F06F2A8F47F4EBBBFDFAF4,femetrics.grammarly.io,femetrics.grammarly.io,femetrics.grammarly.io
chrome,,683206885278D8A6CDE9F7350E7AA1B8,uipglob.semasio.net,uipglob.semasio.net,
firefox,firefox,579CCEF312D18482FC42E2B822CA2430,vmss-clarity-ingest-eus2-d.eastus2.cloudapp.azure.com,j.clarity.ms,a.clarity.ms
msedge,msedge,295B8FA5DB7CFEC6CF325AAE9E1C60B6,r.msftstatic.com,r.msftstatic.com,
msedge,msedge,295B8FA5DB7CFEC6CF325AAE9E1C60B6,r.msftstatic.com,r.msftstatic.com,r.msftstatic.com
firefox,firefox,579CCEF312D18482FC42E2B822CA2430,suggest.dzen.ru,suggest.dzen.ru,suggest.dzen.ru
firefox,firefox,579CCEF312D18482FC42E2B822CA2430,dzen.ru,dzen.ru,*.dzen.ru
firefox,firefox,579CCEF312D18482FC42E2B822CA2430,static-mon.yandex.net,static-mon.yandex.net,*.naydex.net
firefox,firefox,579CCEF312D18482FC42E2B822CA2430,clck.dzen.ru,clck.dzen.ru,*.dzen.ru
msedge,,24C42D3E77F06F2A8F47F4EBBBFDFAF4,postnav-edge.smartscreen.microsoft.com,postnav-edge.smartscreen.microsoft.com,smartscreen.microsoft.com
msedge,,24C42D3E77F06F2A8F47F4EBBBFDFAF4,postnav-edge.smartscreen.microsoft.com,nav-edge.smartscreen.microsoft.com,smartscreen.microsoft.com
msedge,msedge,DE4389C26478C9CF885D0B33FD1307CF,sb.scorecardresearch.com,sb.scorecardresearch.com,
firefox,firefox,579CCEF312D18482FC42E2B822CA2430,clck.dzen.ru,clck.dzen.ru,*.dzen.ru
Zoom,Zoom,832952DB10F1453442636675BED2702B,zoomff134-224-97-137mmr.cloud.zoom.us,zoomff134-224-97-137mmr.cloud.zoom.us,*.cloud.zoom.us
firefox,firefox,E669667EFB41C36F714C309243F41CA7,dzen.ru,dzen.ru,
msedge,,295B8FA5DB7CFEC6CF325AAE9E1C60B6,v16-webapp-prime.tiktok.com,img-s-msn-com.akamaized.net,
msedge,msedge,24C42D3E77F06F2A8F47F4EBBBFDFAF4,www.yahoo.co.jp,www.yahoo.co.jp,
firefox,firefox,579CCEF312D18482FC42E2B822CA2430,static-mon.yandex.net,static-mon.yandex.net,*.naydex.net
msedge,,24C42D3E77F06F2A8F47F4EBBBFDFAF4,s.yimg.jp,s.yimg.jp,
msedge,,24C42D3E77F06F2A8F47F4EBBBFDFAF4,www.yahoo.co.jp,www.yahoo.co.jp,
msedge,msedge,24C42D3E77F06F2A8F47F4EBBBFDFAF4,s.yimg.jp,s.yimg.jp,
msedge,msedge,24C42D3E77F06F2A8F47F4EBBBFDFAF4,s.yimg.jp,s.yimg.jp,
msedge,msedge,24C42D3E77F06F2A8F47F4EBBBFDFAF4,s.yimg.jp,s.yimg.jp,
chrome,chrome,FD71780EA8818C13F9E23F9A75026D9E,unagi.amazon.com,unagi.amazon.com,unagi-na.amazon.com
chrome,chrome,913FEFCCF494DA68F2AEEBF36723C462,tiktok.com,tiktok.com,
chrome,chrome,E06F2C39D610BDB1E279E38C924B9008,tiktok.com,tiktok.com,
chrome,,80595BFE925180C0586F897A3891ECB2,sf16-website-login.neutral.ttwstatic.com,sf16-website-login.neutral.ttwstatic.com,
chrome,,1516D89BB10603D93BBCF05370D1E29A,p16-va.tiktokcdn.com,lf16-tiktok-common.ttwstatic.com,
chrome,chrome,1C56F1DF780226F322997313B6BA5F6E,v16-webapp-prime.tiktok.com,s20.tiktokcdn.com,
chrome,chrome,42E0ED224E68002777FE69A684BB73B9,v16-webapp-prime.tiktok.com,s20.tiktokcdn.com,
chrome,,4460D1714C0EF28BA140DF30C4C46869,sf16-website-login.neutral.ttwstatic.com,sf16-website-login.neutral.ttwstatic.com,
chrome,,1CE5844726EA4903142D333B4AD85B09,sf16-website-login.neutral.ttwstatic.com,sf16-website-login.neutral.ttwstatic.com,
chrome,,D1CDC6AD10AE451AF056EC16AE352B61,p16-sign-va.tiktokcdn.com,p16-sign-va.tiktokcdn.com,
chrome,,99C70C818E9F3A2E43416CD1A453CF4A,sf16-website-login.neutral.ttwstatic.com,sf16-website-login.neutral.ttwstatic.com,
chrome,,70BB3233BE1A0E2F581F7B3CFF4D13B9,p16-va.tiktokcdn.com,lf16-tiktok-common.ttwstatic.com,
chrome,,4A65745EDDE3932C8547721C478AA3F5,sf16-website-login.neutral.ttwstatic.com,sf16-website-login.neutral.ttwstatic.com,
chrome,,AFCF7C33F51107D1D0B8B56E726EAAF6,p16-va.tiktokcdn.com,lf16-tiktok-common.ttwstatic.com,
chrome,chrome,BDB3DECD1A7B6A3B2272FA3E363C6DAA,p16-va.tiktokcdn.com,lf16-tiktok-common.ttwstatic.com,
chrome,,AB71E85B7A27AC0D92B2CA51FCB6B966,mcs-va.tiktok.com,mcs-va.tiktok.com,
chrome,chrome,BD37DE6AFB5FE751CD05FBB9FE5DDB0A,starling-oversea.byteoversea.com,starling-oversea.byteoversea.com,
chrome,,B25D9CB5C51A2E27D41634E513E50D79,mcs-va.tiktok.com,mcs-va.tiktok.com,
chrome,,D9E42856E69712ABC8B17D353B6CF738,mcs-va.tiktok.com,mcs-va.tiktok.com,
chrome,chrome,DA2849DC48A0E1048182437079B76959,mcs-va.tiktokv.com,mcs-va.tiktokv.com,
chrome,,10E21B17315EF5A34B2A2EA63C69573B,m.tiktok.com,mon-va.byteoversea.com,
chrome,chrome,8DEB881B249188CC688CD942A93DFEA3,vmweb-va.byteoversea.com,vmweb-va.byteoversea.com,
chrome,chrome,EE6E38B479248D76680DD8269F2733A3,vmweb-va.byteoversea.com,vmweb-va.byteoversea.com,
chrome,chrome,9B83E3AC0BD1D1E8B62FC7B849CB1DD6,img-s-msn-com.akamaized.net,sf16-sg.tiktokcdn.com,
chrome,,DC20129344A965EF92DBE57524A357D3,,mcs-va.tiktok.com,
chrome,chrome,1C1A99E23230939183FADE37D23EF421,m.tiktok.com,mon-va.byteoversea.com,
chrome,chrome,25862632BAB85F4E49DC1C923AB25849,,mcs-va.tiktok.com,
chrome,chrome,65BFA63EA17D2B3E007C64FDFF2949C9,p77-sign-sg.tiktokcdn.com,p77-sign-sg.tiktokcdn.com,
chrome,chrome,B4B6E0AAEE2F059D92CFD58B8215AAB5,img-s-msn-com.akamaized.net,lf16-tiktok-web.ttwstatic.com,
chrome,chrome,C6D445438624EFA546E04B5A56A05140,img-s-msn-com.akamaized.net,lf16-tiktok-common.ibytedtos.com,
chrome,chrome,BF6A556B344D2255DC41038E9752C83E,m.tiktok.com,www.tiktok.com,
chrome,chrome,B34557D8915A56CFF8ED3F9857D768B3,mcs-va.tiktokv.com,mcs-va.tiktokv.com,
chrome,chrome,A58CE54EB4D8A7C12AB27B27B78DFB42,mcs-va.tiktokv.com,mcs-va.tiktokv.com,
chrome,chrome,53BC531BBD9D44A9A662898CB3FA011A,,p16-sign-va.tiktokcdn.com,
chrome,chrome,3087A22AB7DE3AAD7ABAC67FD44038F4,p77-sign-sg.tiktokcdn.com,p77-sign-va.tiktokcdn.com,
chrome,,160DF2B765C0CCCC3DEE0A759729BACB,img-s-msn-com.akamaized.net,lf16-tiktok-common.ibytedtos.com,
chrome,,66BDE339D105C6BCB35F137F2EADDD6B,img-s-msn-com.akamaized.net,lf16-tiktok-common.ibytedtos.com,
chrome,chrome,835C848E911635DDC736974DE4583FC1,m.tiktok.com,sf16-website-login.neutral.ttwstatic.com,
chrome,chrome,BD7B6AD1568F03D62411D4DA4432EE1E,firebaseinstallations.googleapis.com,firebaseinstallations.googleapis.com,
chrome,chrome,B9EE24C612E6B641FEF28415C903558A,m.tiktok.com,sf16-website-login.neutral.ttwstatic.com,
chrome,chrome,2AB00CF9BD09351C8813B5A884F6CD65,storage.googleapis.com,storage.googleapis.com,
chrome,chrome,40A818279B6463E4F5ADCDAC73000603,p16-sign.tiktokcdn-us.com,p16-sign.tiktokcdn-us.com,
chrome,chrome,A179017B4312BBB5B35C4F534578C4BD,mssdk-va.tiktok.com,mssdk-va.tiktok.com,
firefox,firefox,579CCEF312D18482FC42E2B822CA2430,,web.vortex-extended.data.microsoft.com,*.vortex.data.microsoft.com
chrome,chrome,EA441576E9E974185C64EEEF296F2F70,,mcs-va.tiktok.com,
chrome,chrome,BA610C6F1CCD54A6D2D23088623D6989,m.tiktok.com,www.tiktok.com,
chrome,,A6D4CFB51840325BD378A119DEA8D5A8,,mcs-va.tiktok.com,
msedge,msedge,DE4389C26478C9CF885D0B33FD1307CF,d27xxe7juh1us6.cloudfront.net,d27xxe7juh1us6.cloudfront.net,
chrome,,B5D140CE9F279BE197768E1B6C6D1762,,mcs-va.tiktok.com,
WhatsApp,,28A2C9BD18A11DE089EF85A160DA29E4,eu-v10c.events.data.microsoft.com,eu-v10c.events.data.microsoft.com,*.events.data.microsoft.com
chrome,chrome,DE7CD2DE4D92F2B765327A9469E0E775,m.tiktok.com,mon-va.byteoversea.com,
firefox,firefox,579CCEF312D18482FC42E2B822CA2430,dzen.ru,dzen.ru,*.dzen.ru
firefox,firefox,E669667EFB41C36F714C309243F41CA7,j.clarity.ms,j.clarity.ms,a.clarity.ms
msedge,msedge,24C42D3E77F06F2A8F47F4EBBBFDFAF4,www.whatsapp.com,www.whatsapp.com,
firefox,firefox,579CCEF312D18482FC42E2B822CA2430,,suggest.dzen.ru,suggest.dzen.ru
firefox,firefox,579CCEF312D18482FC42E2B822CA2430,,clck.dzen.ru,*.dzen.ru
firefox,firefox,579CCEF312D18482FC42E2B822CA2430,,clck.dzen.ru,*.dzen.ru
Zoom,Zoom,832952DB10F1453442636675BED2702B,,zoomff134-224-97-137mmr.cloud.zoom.us,*.cloud.zoom.us
firefox,,579CCEF312D18482FC42E2B822CA2430,p.twitchcdn.net,twitch.tv,
firefox,firefox,E669667EFB41C36F714C309243F41CA7,top-fwz1.mail.ru,top-fwz1.mail.ru,
firefox,,579CCEF312D18482FC42E2B822CA2430,d186rixkn5ruba.cloudfront.net,static-cdn.jtvnw.net,
firefox,,579CCEF312D18482FC42E2B822CA2430,d186rixkn5ruba.cloudfront.net,static-cdn.jtvnw.net,
firefox,,579CCEF312D18482FC42E2B822CA2430,beacons.gvt2.com,www.gstatic.com,
firefox,firefox,579CCEF312D18482FC42E2B822CA2430,dzen.ru,dzen.ru,*.dzen.ru
firefox,,579CCEF312D18482FC42E2B822CA2430,d186rixkn5ruba.cloudfront.net,static-cdn.jtvnw.net,
firefox,,579CCEF312D18482FC42E2B822CA2430,d186rixkn5ruba.cloudfront.net,static-cdn.jtvnw.net,
firefox,firefox,579CCEF312D18482FC42E2B822CA2430,irc-ws.chat.twitch.tv,irc-ws.chat.twitch.tv,*.chat.twitch.tv
firefox,firefox,E669667EFB41C36F714C309243F41CA7,dzen.ru,dzen.ru,
firefox,firefox,579CCEF312D18482FC42E2B822CA2430,d186rixkn5ruba.cloudfront.net,static-cdn.jtvnw.net,
WhatsApp,svchost,28A2C9BD18A11DE089EF85A160DA29E4,kv601.prod.do.dsp.mp.microsoft.com,kv601.prod.do.dsp.mp.microsoft.com,cp601-prod.do.dsp.mp.microsoft.com
firefox,firefox,579CCEF312D18482FC42E2B822CA2430,d2v02itv0y9u9t.cloudfront.net,d2v02itv0y9u9t.cloudfront.net,
WhatsApp,svchost,28A2C9BD18A11DE089EF85A160DA29E4,array602.prod.do.dsp.mp.microsoft.com,array602.prod.do.dsp.mp.microsoft.com,*.prod.do.dsp.mp.microsoft.com
firefox,firefox,579CCEF312D18482FC42E2B822CA2430,sb.scorecardresearch.com,usher.ttvnw.net,
firefox,,C279B0189EDB9269DA7BC43DEA5E0C36,static.twitchcdn.net,static.twitchcdn.net,
firefox,firefox,579CCEF312D18482FC42E2B822CA2430,,clck.dzen.ru,*.dzen.ru
firefox,firefox,579CCEF312D18482FC42E2B822CA2430,static.twitchcdn.net,static.twitchcdn.net,
msedge,msedge,24C42D3E77F06F2A8F47F4EBBBFDFAF4,browser.events.data.msn.com,browser.events.data.msn.com,*.events.data.microsoft.com
msedge,msedge,295B8FA5DB7CFEC6CF325AAE9E1C60B6,r.msftstatic.com,r.msftstatic.com,
msedge,msedge,295B8FA5DB7CFEC6CF325AAE9E1C60B6,r.msftstatic.com,r.msftstatic.com,
firefox,firefox,579CCEF312D18482FC42E2B822CA2430,pubsub-edge.twitch.tv,pubsub-edge.twitch.tv,pubsub-edge.twitch.tv
msedge,msedge,24C42D3E77F06F2A8F47F4EBBBFDFAF4,geolocation.onetrust.com,geolocation.onetrust.com,
msedge,msedge,24C42D3E77F06F2A8F47F4EBBBFDFAF4,connect.facebook.net,connect.facebook.net,
msedge,msedge,24C42D3E77F06F2A8F47F4EBBBFDFAF4,www.googletagmanager.com,www.googletagmanager.com,
msedge,msedge,24C42D3E77F06F2A8F47F4EBBBFDFAF4,discord.com,discord.com,
msedge,msedge,24C42D3E77F06F2A8F47F4EBBBFDFAF4,a.nel.cloudflare.com,a.nel.cloudflare.com,
msedge,msedge,DE4389C26478C9CF885D0B33FD1307CF,sb.scorecardresearch.com,sb.scorecardresearch.com,
msedge,msedge,24C42D3E77F06F2A8F47F4EBBBFDFAF4,browser.events.data.msn.com,browser.events.data.msn.com,*.events.data.microsoft.com
firefox,firefox,579CCEF312D18482FC42E2B822CA2430,video-edge-75dc8d.pdx01.abs.hls.ttvnw.net,video-edge-75dc8d.pdx01.abs.hls.ttvnw.net,spade.twitch.tv
msedge,,24C42D3E77F06F2A8F47F4EBBBFDFAF4,pinterest.com,pinterest.com,
msedge,,24C42D3E77F06F2A8F47F4EBBBFDFAF4,www.pinterest.com,s.pinimg.com,
msedge,,24C42D3E77F06F2A8F47F4EBBBFDFAF4,www.pinterest.com,s.pinimg.com,
msedge,msedge,24C42D3E77F06F2A8F47F4EBBBFDFAF4,pinterest.com,pinterest.com,
msedge,msedge,24C42D3E77F06F2A8F47F4EBBBFDFAF4,www.pinterest.com,i.pinimg.com,
msedge,,24C42D3E77F06F2A8F47F4EBBBFDFAF4,www.pinterest.com,s.pinimg.com,
msedge,msedge,24C42D3E77F06F2A8F47F4EBBBFDFAF4,accounts.google.com,accounts.google.com,
msedge,,24C42D3E77F06F2A8F47F4EBBBFDFAF4,www.pinterest.com,s.pinimg.com,
msedge,,24C42D3E77F06F2A8F47F4EBBBFDFAF4,www.pinterest.com,s.pinimg.com,
msedge,msedge,295B8FA5DB7CFEC6CF325AAE9E1C60B6,img-s-msn-com.akamaized.net,img-s-msn-com.akamaized.net,
msedge,msedge,24C42D3E77F06F2A8F47F4EBBBFDFAF4,beacons.gvt2.com,www.gstatic.com,
msedge,msedge,24C42D3E77F06F2A8F47F4EBBBFDFAF4,www.pinterest.com,www.pinterest.com,
msedge,msedge,24C42D3E77F06F2A8F47F4EBBBFDFAF4,www.pinterest.com,s.pinimg.com,
msedge,msedge,24C42D3E77F06F2A8F47F4EBBBFDFAF4,lh3.googleusercontent.com,lh3.googleusercontent.com,
firefox,firefox,579CCEF312D18482FC42E2B822CA2430,,web.vortex-extended.data.microsoft.com,*.vortex.data.microsoft.com
msedge,msedge,24C42D3E77F06F2A8F47F4EBBBFDFAF4,www.pinterest.com,s.pinimg.com,
firefox,firefox,579CCEF312D18482FC42E2B822CA2430,static.twitchcdn.net,static.twitchcdn.net,
firefox,firefox,579CCEF312D18482FC42E2B822CA2430,static.twitchcdn.net,static.twitchcdn.net,
msedge,msedge,24C42D3E77F06F2A8F47F4EBBBFDFAF4,r3.o.lencr.org,v.pinimg.com,
firefox,firefox,579CCEF312D18482FC42E2B822CA2430,k.twitchcdn.net,k.twitchcdn.net,
msedge,msedge,295B8FA5DB7CFEC6CF325AAE9E1C60B6,img-s-msn-com.akamaized.net,img-s-msn-com.akamaized.net,
firefox,firefox,579CCEF312D18482FC42E2B822CA2430,p.twitchcdn.net,p.twitchcdn.net,
chrome,chrome,2E321E7908DD73B499C5DBF0B006E9F8,quora.com,quora.com,quora.com
chrome,chrome,74ABF7EF8B6F97924D08EA28EEFCD43A,quora.com,quora.com,quora.com
firefox,firefox,579CCEF312D18482FC42E2B822CA2430,passport.twitch.tv,passport.twitch.tv,
firefox,firefox,579CCEF312D18482FC42E2B822CA2430,k.twitchcdn.net,gql.twitch.tv,
chrome,chrome,520287D86791D6DAAA2237D14E21A882,www.quora.com,www.quora.com,
firefox,firefox,E669667EFB41C36F714C309243F41CA7,j.clarity.ms,j.clarity.ms,a.clarity.ms
firefox,firefox,579CCEF312D18482FC42E2B822CA2430,static.twitchcdn.net,static.twitchcdn.net,
firefox,firefox,579CCEF312D18482FC42E2B822CA2430,static.twitchcdn.net,static.twitchcdn.net,
firefox,firefox,579CCEF312D18482FC42E2B822CA2430,k.twitchcdn.net,www.twitch.tv,
firefox,firefox,579CCEF312D18482FC42E2B822CA2430,clips-media-assets2.twitch.tv,clips-media-assets2.twitch.tv,
firefox,firefox,579CCEF312D18482FC42E2B822CA2430,clips-media-assets2.twitch.tv,clips-media-assets2.twitch.tv,
firefox,firefox,579CCEF312D18482FC42E2B822CA2430,clips-media-assets2.twitch.tv,clips-media-assets2.twitch.tv,
chrome,chrome,5908521C99E41B20C917197D3E9C762F,tch806882.tch.quora.com,tch806882.tch.quora.com,*.tch.quora.com
firefox,firefox,C279B0189EDB9269DA7BC43DEA5E0C36,static.twitchcdn.net,static.twitchcdn.net,
firefox,firefox,579CCEF312D18482FC42E2B822CA2430,static.twitchcdn.net,static.twitchcdn.net,
firefox,firefox,579CCEF312D18482FC42E2B822CA2430,static.twitchcdn.net,static.twitchcdn.net,
firefox,firefox,579CCEF312D18482FC42E2B822CA2430,static.twitchcdn.net,static.twitchcdn.net,
firefox,firefox,579CCEF312D18482FC42E2B822CA2430,static.twitchcdn.net,static.twitchcdn.net,
firefox,firefox,579CCEF312D18482FC42E2B822CA2430,k.twitchcdn.net,gql.twitch.tv,
firefox,firefox,C279B0189EDB9269DA7BC43DEA5E0C36,k.twitchcdn.net,gql.twitch.tv,
Zoom,Zoom,832952DB10F1453442636675BED2702B,,zoomff134-224-97-137mmr.cloud.zoom.us,*.cloud.zoom.us
firefox,firefox,579CCEF312D18482FC42E2B822CA2430,k.twitchcdn.net,gql.twitch.tv,
firefox,firefox,579CCEF312D18482FC42E2B822CA2430,video-edge-2357fa.prg03.abs.hls.ttvnw.net,video-edge-2357fa.prg03.abs.hls.ttvnw.net,
firefox,firefox,579CCEF312D18482FC42E2B822CA2430,sb.scorecardresearch.com,sb.scorecardresearch.com,
firefox,firefox,579CCEF312D18482FC42E2B822CA2430,global.poe.live-video.net,global.poe.live-video.net,
firefox,firefox,579CCEF312D18482FC42E2B822CA2430,video-weaver.prg03.hls.ttvnw.net,video-weaver.prg03.hls.ttvnw.net,
firefox,firefox,C279B0189EDB9269DA7BC43DEA5E0C36,,contile.services.mozilla.com,
firefox,firefox,579CCEF312D18482FC42E2B822CA2430,instagram.com,www.instagram.com,
firefox,firefox,579CCEF312D18482FC42E2B822CA2430,instagram.com,instagram.com,
firefox,,579CCEF312D18482FC42E2B822CA2430,instagram.com,www.instagram.com,
firefox,firefox,FBCC1D86F1211D29DCA4858F89E44997,firefox.settings.services.mozilla.com,firefox.settings.services.mozilla.com,
firefox,firefox,579CCEF312D18482FC42E2B822CA2430,global.poe.live-video.net,global.poe.live-video.net,
firefox,firefox,579CCEF312D18482FC42E2B822CA2430,sb.scorecardresearch.com,sb.scorecardresearch.com,
firefox,firefox,579CCEF312D18482FC42E2B822CA2430,p.twitchcdn.net,p.twitchcdn.net,
WhatsApp,SearchApp,28A2C9BD18A11DE089EF85A160DA29E4,q-ring.msedge.net,q-ring.msedge.net,*.msedge.net
WhatsApp,SearchApp,28A2C9BD18A11DE089EF85A160DA29E4,,fp-vs.azureedge.net,*.vo.msecnd.net
WhatsApp,SearchApp,28A2C9BD18A11DE089EF85A160DA29E4,,a-ring.msedge.net,*.msedge.net
WhatsApp,SearchApp,28A2C9BD18A11DE089EF85A160DA29E4,,fp.msedge.net,*.msedge.net
WhatsApp,SearchApp,28A2C9BD18A11DE089EF85A160DA29E4,www.bing.com,www.bing.com,www.bing.com
firefox,firefox,579CCEF312D18482FC42E2B822CA2430,prod.content-signature-chains.prod.webservices.mozgcp.net,content-signature-2.cdn.mozilla.net,
firefox,firefox,579CCEF312D18482FC42E2B822CA2430,prod-classifyclient.normandy.prod.cloudops.mozgcp.net,classify-client.services.mozilla.com,
,,140E0F0CAD708278ADE0984528FE8493,,www.umxpye2.com,www.tn5mxnqflfhzbzxlttl.net
,tor,140E0F0CAD708278ADE0984528FE8493,,www.24cnaw2fjw3pezqayqi3kmf.com,
msedge,msedge,24C42D3E77F06F2A8F47F4EBBBFDFAF4,f-log-extension.grammarly.io,f-log-extension.grammarly.io,f-log.grammarly.io
firefox,firefox,579CCEF312D18482FC42E2B822CA2430,clips-media-assets2.twitch.tv,clips-media-assets2.twitch.tv,
msedge,msedge,24C42D3E77F06F2A8F47F4EBBBFDFAF4,browser.events.data.msn.com,browser.events.data.msn.com,*.events.data.microsoft.com
msedge,msedge,295B8FA5DB7CFEC6CF325AAE9E1C60B6,r.msftstatic.com,r.msftstatic.com,r.msftstatic.com
msedge,msedge,295B8FA5DB7CFEC6CF325AAE9E1C60B6,r.msftstatic.com,r.msftstatic.com,
msedge,msedge,24C42D3E77F06F2A8F47F4EBBBFDFAF4,browser.events.data.msn.com,browser.events.data.msn.com,*.events.data.microsoft.com
firefox,,E669667EFB41C36F714C309243F41CA7,j.clarity.ms,j.clarity.ms,a.clarity.ms
msedge,msedge,24C42D3E77F06F2A8F47F4EBBBFDFAF4,www.google-analytics.com,www.google-analytics.com,
msedge,msedge,24C42D3E77F06F2A8F47F4EBBBFDFAF4,securepubads.g.doubleclick.net,securepubads.g.doubleclick.net,
msedge,,24C42D3E77F06F2A8F47F4EBBBFDFAF4,beacon.wikia-services.com,static.wikia.nocookie.net,
msedge,msedge,24C42D3E77F06F2A8F47F4EBBBFDFAF4,www.fastly-insights.com,www.fastly-insights.com,
msedge,,24C42D3E77F06F2A8F47F4EBBBFDFAF4,beacon.wikia-services.com,static.wikia.nocookie.net,
msedge,,24C42D3E77F06F2A8F47F4EBBBFDFAF4,beacon.wikia-services.com,static.wikia.nocookie.net,
msedge,,24C42D3E77F06F2A8F47F4EBBBFDFAF4,services.fandom.com,services.fandom.com,
msedge,msedge,24C42D3E77F06F2A8F47F4EBBBFDFAF4,securepubads.g.doubleclick.net,securepubads.g.doubleclick.net,
msedge,,24C42D3E77F06F2A8F47F4EBBBFDFAF4,services.fandom.com,services.fandom.com,
msedge,,24C42D3E77F06F2A8F47F4EBBBFDFAF4,beacon.wikia-services.com,static.wikia.nocookie.net,
msedge,,24C42D3E77F06F2A8F47F4EBBBFDFAF4,beacon.wikia-services.com,static.wikia.nocookie.net,
msedge,msedge,24C42D3E77F06F2A8F47F4EBBBFDFAF4,assets-tracking.crazyegg.com,assets-tracking.crazyegg.com,
msedge,msedge,24C42D3E77F06F2A8F47F4EBBBFDFAF4,script.crazyegg.com,script.crazyegg.com,
msedge,msedge,24C42D3E77F06F2A8F47F4EBBBFDFAF4,script.wikia.nocookie.net,script.wikia.nocookie.net,
msedge,msedge,24C42D3E77F06F2A8F47F4EBBBFDFAF4,www.fandom.com,www.fandom.com,
msedge,msedge,24C42D3E77F06F2A8F47F4EBBBFDFAF4,seg.ad.gt,seg.ad.gt,*.ad.gt
msedge,msedge,24C42D3E77F06F2A8F47F4EBBBFDFAF4,region1.google-analytics.com,region1.google-analytics.com,
msedge,msedge,24C42D3E77F06F2A8F47F4EBBBFDFAF4,script.crazyegg.com,script.crazyegg.com,
msedge,msedge,DE4389C26478C9CF885D0B33FD1307CF,sb.scorecardresearch.com,sb.scorecardresearch.com,
msedge,msedge,24C42D3E77F06F2A8F47F4EBBBFDFAF4,services.fandom.com,services.fandom.com,
msedge,msedge,24C42D3E77F06F2A8F47F4EBBBFDFAF4,tracking.crazyegg.com,tracking.crazyegg.com,crazyegg.com
msedge,msedge,24C42D3E77F06F2A8F47F4EBBBFDFAF4,pagestates-tracking.crazyegg.com,pagestates-tracking.crazyegg.com,
